,parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y,zone
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:4_x:1125.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:4_x:1125.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,4,hk,m,gr,1125.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:5_x:1375.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:5_x:1375.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,5,hk,m,gr,1375.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:6_x:1625.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:6_x:1625.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,6,hk,m,gr,1625.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:7_x:1875.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:7_x:1875.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,7,hk,m,gr,1875.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:8_x:2125.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:8_x:2125.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,8,hk,m,gr,2125.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:9_x:2375.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:9_x:2375.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,9,hk,m,gr,2375.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:10_x:2625.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:10_x:2625.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,10,hk,m,gr,2625.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:11_x:2875.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:11_x:2875.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,11,hk,m,gr,2875.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:12_x:3125.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:12_x:3125.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,12,hk,m,gr,3125.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:13_x:3375.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:13_x:3375.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,13,hk,m,gr,3375.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:14_x:3625.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:14_x:3625.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,14,hk,m,gr,3625.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:15_x:3875.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:15_x:3875.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,15,hk,m,gr,3875.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:16_x:4125.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:16_x:4125.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,16,hk,m,gr,4125.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:17_x:4375.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:17_x:4375.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,17,hk,m,gr,4375.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:18_x:4625.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:18_x:4625.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,18,hk,m,gr,4625.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:19_x:4875.00_y:9125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:3_j:19_x:4875.00_y:9125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,3,0,19,hk,m,gr,4875.00,9125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:0_x:125.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:0_x:125.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,0,hk,m,gr,125.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:1_x:375.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:1_x:375.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,1,hk,m,gr,375.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:2_x:625.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:2_x:625.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,2,hk,m,gr,625.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:3_x:875.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:3_x:875.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,3,hk,m,gr,875.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:4_x:1125.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:4_x:1125.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,4,hk,m,gr,1125.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:5_x:1375.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:5_x:1375.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,5,hk,m,gr,1375.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:6_x:1625.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:6_x:1625.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,6,hk,m,gr,1625.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:7_x:1875.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:7_x:1875.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,7,hk,m,gr,1875.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:8_x:2125.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:8_x:2125.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,8,hk,m,gr,2125.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:9_x:2375.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:9_x:2375.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,9,hk,m,gr,2375.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:10_x:2625.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:10_x:2625.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,10,hk,m,gr,2625.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:11_x:2875.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:11_x:2875.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,11,hk,m,gr,2875.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:12_x:3125.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:12_x:3125.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,12,hk,m,gr,3125.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:13_x:3375.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:13_x:3375.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,13,hk,m,gr,3375.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:14_x:3625.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:14_x:3625.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,14,hk,m,gr,3625.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:15_x:3875.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:15_x:3875.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,15,hk,m,gr,3875.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:16_x:4125.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:16_x:4125.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,16,hk,m,gr,4125.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:17_x:4375.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:17_x:4375.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,17,hk,m,gr,4375.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:18_x:4625.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:18_x:4625.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,18,hk,m,gr,4625.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:19_x:4875.00_y:8875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:4_j:19_x:4875.00_y:8875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,4,0,19,hk,m,gr,4875.00,8875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:0_x:125.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:0_x:125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,0,hk,m,gr,125.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:1_x:375.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:1_x:375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,1,hk,m,gr,375.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:2_x:625.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:2_x:625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,2,hk,m,gr,625.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:3_x:875.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:3_x:875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,3,hk,m,gr,875.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:4_x:1125.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:4_x:1125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,4,hk,m,gr,1125.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:5_x:1375.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:5_x:1375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,5,hk,m,gr,1375.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:6_x:1625.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:6_x:1625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,6,hk,m,gr,1625.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:7_x:1875.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:7_x:1875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,7,hk,m,gr,1875.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:8_x:2125.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:8_x:2125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,8,hk,m,gr,2125.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:9_x:2375.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:9_x:2375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,9,hk,m,gr,2375.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:10_x:2625.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:10_x:2625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,10,hk,m,gr,2625.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:11_x:2875.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:11_x:2875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,11,hk,m,gr,2875.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:12_x:3125.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:12_x:3125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,12,hk,m,gr,3125.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:13_x:3375.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:13_x:3375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,13,hk,m,gr,3375.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:14_x:3625.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:14_x:3625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,14,hk,m,gr,3625.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:15_x:3875.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:15_x:3875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,15,hk,m,gr,3875.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:16_x:4125.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:16_x:4125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,16,hk,m,gr,4125.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:17_x:4375.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:17_x:4375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,17,hk,m,gr,4375.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:18_x:4625.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:18_x:4625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,18,hk,m,gr,4625.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:19_x:4875.00_y:8625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:5_j:19_x:4875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,5,0,19,hk,m,gr,4875.00,8625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:0_x:125.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:0_x:125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,0,hk,m,gr,125.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:1_x:375.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:1_x:375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,1,hk,m,gr,375.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:2_x:625.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:2_x:625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,2,hk,m,gr,625.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:3_x:875.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:3_x:875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,3,hk,m,gr,875.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:4_x:1125.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:4_x:1125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,4,hk,m,gr,1125.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:5_x:1375.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:5_x:1375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,5,hk,m,gr,1375.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:6_x:1625.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:6_x:1625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,6,hk,m,gr,1625.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:7_x:1875.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:7_x:1875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,7,hk,m,gr,1875.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:8_x:2125.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:8_x:2125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,8,hk,m,gr,2125.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:9_x:2375.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:9_x:2375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,9,hk,m,gr,2375.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:10_x:2625.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:10_x:2625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,10,hk,m,gr,2625.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:11_x:2875.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:11_x:2875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,11,hk,m,gr,2875.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:12_x:3125.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:12_x:3125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,12,hk,m,gr,3125.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:13_x:3375.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:13_x:3375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,13,hk,m,gr,3375.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:14_x:3625.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:14_x:3625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,14,hk,m,gr,3625.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:15_x:3875.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:15_x:3875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,15,hk,m,gr,3875.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:16_x:4125.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:16_x:4125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,16,hk,m,gr,4125.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:17_x:4375.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:17_x:4375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,17,hk,m,gr,4375.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:18_x:4625.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:18_x:4625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,18,hk,m,gr,4625.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:19_x:4875.00_y:8375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:6_j:19_x:4875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,6,0,19,hk,m,gr,4875.00,8375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:0_x:125.00_y:8125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:0_x:125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,7,0,0,hk,m,gr,125.00,8125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:1_x:375.00_y:8125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:1_x:375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,7,0,1,hk,m,gr,375.00,8125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:2_x:625.00_y:8125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:7_j:2_x:625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,7,0,2,hk,m,gr,625.00,8125.00,1
